0.000000 0.000000 0.000000 -0.009620 0.026130 0.000000 0.000000 -0.009620 0.026130 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 1.000000 -0.000020 0.025990 0.000000 0.000000 -0.000020 0.025840 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 2.000000 -0.000080 0.025740 -0.000000 0.000000 -0.000090 0.025450 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 3.000000 -0.000190 0.025500 0.000000 0.000000 -0.000200 0.025060 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 4.000000 -0.000330 0.025210 0.000000 0.000000 -0.000350 0.024610 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 5.000000 -0.000520 0.024870 0.000000 0.000000 -0.000560 0.024130 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 6.000000 -0.000760 0.024490 0.000000 0.000000 -0.000820 0.023610 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 7.000000 -0.001030 0.024080 0.000000 0.000000 -0.001120 0.023050 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 8.000000 -0.001360 0.023620 0.000000 0.000000 -0.001480 0.022440 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 9.000000 -0.001730 0.023110 0.000000 0.000000 -0.001900 0.021800 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 10.000000 -0.002140 0.022560 0.000000 0.000000 -0.002370 0.021120 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 11.000000 -0.002610 0.021970 0.000000 0.000000 -0.002900 0.020400 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 12.000000 -0.003110 0.021340 0.000000 0.000000 -0.003480 0.019640 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 13.000000 -0.003670 0.020660 0.000000 0.000000 -0.004120 0.018840 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 14.000000 -0.004270 0.019940 0.000000 0.000000 -0.004820 0.018010 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 15.000000 -0.004920 0.019180 0.000000 0.000000 -0.005580 0.017140 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 16.000000 -0.005610 0.018370 0.000000 0.000000 -0.006400 0.016240 1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 17.000000 -0.006350 0.017520 0.000000 0.000000 -0.007270 0.015310 1.000000 0.000000 0.000000 0.000000 0.000000 
