0.000000 0.000000 0.000000 -0.011960 0.052500 -0.040450 0.000000 -0.043070 0.053670 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 1.000000 0.012300 0.040700 -0.000020 -0.000110 -0.035550 0.047860 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 2.000000 0.012290 0.040310 -0.000040 -0.000210 -0.035540 0.047020 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 3.000000 0.012240 0.039830 -0.000050 -0.000320 -0.035570 0.045920 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 4.000000 0.012130 0.039270 -0.000050 -0.000430 -0.035630 0.044580 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 5.000000 0.011960 0.038630 -0.000070 -0.000540 -0.035710 0.043010 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 6.000000 0.011730 0.037910 -0.000070 -0.000650 -0.035840 0.041200 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 7.000000 0.011430 0.037100 -0.000080 -0.000750 -0.036010 0.039170 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 8.000000 0.011070 0.036220 -0.000080 -0.000860 -0.036220 0.036930 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 9.000000 0.010640 0.035270 -0.000090 -0.000970 -0.036470 0.034490 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 10.000000 0.010140 0.034260 -0.000090 -0.001070 -0.036760 0.031870 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 11.000000 0.009570 0.033170 -0.000100 -0.001180 -0.037090 0.029090 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 12.000000 0.008920 0.032010 -0.000120 -0.001270 -0.037460 0.026150 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 13.000000 0.008200 0.030790 -0.000130 -0.001370 -0.037870 0.023080 0.000000 0.000000 0.000000 1.000000 0.000000 
0.000000 0.000000 14.000000 0.007400 0.029510 -0.000150 -0.001450 -0.038310 0.019890 0.000000 0.000000 0.000000 1.000000 0.000000 
